aanbrekend	ˈaː m ˌb r eː k ə n t
aanbreng	ˈaː n . b r ɛ ŋ
aanbrengen	ˈaː m b r ɛ ŋ ə n
aanbrenger	ˈaː n ˌb r ɛ . ŋ ə r
aanbrengertje	ˈaː n ˌb r ɛ . ŋ ə r . t j ə
aanbrenging	ˈaː n ˌb r ɛ . ŋ ɪ ŋ
aanbrengpremie	ˈaː n . b r ɛ ŋ ˌp r eː . m i
aanbrengst	ˈaː n . b r ɛ ŋ s t
aanbrug	ˈaː n . b r ʏ x
aanbruisen	ˈaː n ˌb r œ y̯ . s ə n
aanbrullen	ˈaː n ˌb r ʏ . l ə n
aandacht	ˈaː n . d ɑ x t
aandachtig	ˌaː n ˈd ɑ x . t ə x
aandachtigheid	ˌaː n ˈd ɑ x . t ə x . ɦ ɛ i̯ t
aandachtsaspect	ˈaː n . d ɑ x t s . ɑ s ˌp ɛ k t
aandachtsgebied	ˈaː n . d ɑ x t s . x ə ˌb i t
aandachtsgroep	ˈaː n . d ɑ x t s ˌx r u p
aandachtshoer	ˈaː n . d ɑ x t s ˌɦ uː r
aandachtspunt	ˈaː n . d ɑ x t s ˌp ʏ n t
aandachtspuntenlijst	ˈaː n . d ɑ x t s . p ʏ n . t ə n ˌl ɛ i̯ s t
aandachtsstoornis	ˈaː n . d ɑ x t ˌs t oː r . n ɪ s
aandachtsstreep	ˈaː n . d ɑ x t ˌs t r eː p
aandachtsteken	ˈaː n . d ɑ x t s ˌt eː . k ə n
aandachtsterrein	ˈaː n . d ɑ x t s . t ə ˌr ɛ i̯ n
aandachtsterrein	ˈaː n . d ɑ x t s . t ɛ ˌr ɛ i̯ n
aandachtstreep	ˈaː n . d ɑ x t ˌs t r eː p
aandachtstrekker	ˈaː n . d ɑ x t s ˌt r ɛ . k ə r
aandachtsveld	ˈaː n . d ɑ x t s ˌf ɛ l t
aandachtsverlies	ˈaː n . d ɑ x t s . f ə r ˌl i s
aandachtsverlies	ˈaː n . d ɑ x t s . f ɛ r ˌl i s
aandachttrekker	ˈaː n . d ɑ x ˌt r ɛ . k ə r
aandachttrekkerij	ˈaː n . d ɑ x . t r ɛ . k ə ˌr ɛ i̯
aandeel	ˈaː n . d eː l
aandeelbewijs	ˈaː n . d eː l . b ə ˌʋ ɛ i̯ s
aandeelhebber	ˈaː n . d eː l ˌɦ ɛ . b ə r
aandeelhebster	ˈaː n . d eː l ˌɦ ɛ p . s t ə r
aandeelhouder	ˈaː n . d eː l ˌɦ ɑ u̯ . d ə r
aandeelhoudersvergadering	ˈaː n . d eː l . ɦ ɑ u̯ . d ə r s . f ə r ˌɣ aː . d ə . r ɪ ŋ
aandeelhoudersvergadering	ˈaː n . d eː l . ɦ ɑ u̯ . d ə r s . f ɛ r ˌɣ aː . d ə . r ɪ ŋ
aandeelhoudster	ˈaː n . d eː l ˌɦ ɑ u̯ t . s t ə r
aandelenbelegger	ˈaː n . d eː . l ə n . b ə ˌl ɛ . ɣ ə r
aandelenbeurs	ˈaː n . d eː . l ə n ˌb øː r s
aandelenbezit	ˈaː n . d eː . l ə n . b ə ˌz ɪ t
aandelenbezitter	ˈaː n . d eː . l ə n . b ə ˌz ɪ . t ə r
aandelenemissie	ˈaː n . d eː . l ə n . eː ˌm ɪ . s i
aandelenhandelaar	ˈaː n . d eː . l ə n ˌɦ ɑ n . d ə . l aː r
aandelenmarkt	ˈaː n . d eː . l ə n ˌm ɑ r k t
aandelenuitgifte	ˈaː n . d eː . l ə n ˌœ y̯ t . x ɪ f . t ə
aandenken	ˈaː n . d ɛ ŋ . k ə n
aandienen	ˈaː n ˌd i n ə n
aandikken	ˈaː n d ɪ k ə n
aandissen	ˈaː n ˌd ɪ . s ə n
aandoen	ˈaː n d u n
aandoening	ˈaː n ˌd u n ɪ ŋ
aandoenlijk	ˌaː n ˈd u n . l ə k
aandragen	ˈaː n d r aː ɣ ə n
aandrang	ˈaː n . d r ɑ ŋ
aandrentelen	ˈaː n ˌd r ɛ n . t ə . l ə n
aandribbelen	ˈaː n ˌd r ɪ . b ə . l ə n
aandrift	ˈaː n . d r ɪ f t
aandrijfas	ˈaː n . d r ɛ i̯ f ˌɑ s
aandrijfketting	ˈaː n . d r ɛ i̯ f ˌk ɛ . t ɪ ŋ
aandrijfkracht	ˈaː n . d r ɛ i̯ f ˌk r ɑ x t
aandrijflijn	ˈaː n . d r ɛ i̯ f ˌl ɛ i̯ n
aandrijven	ˈaː n ˌd r ɛ i̯ v ə n
aandringen	ˈaː n ˌd r ɪ ŋ ə n
aandrukken	ˈaː n ˌd r ʏ . k ə n
aanduiden	ˈaː n d œ y̯ d ə n
aanduiding	ˈaː n ˌd œ y̯ . d ɪ ŋ
aandurven	ˈaː n ˌd ʏ r . v ə n
aanduwen	ˈaː n ˌd y u̯ ə n
aaneen	aː n ˈeː n
aaneendraaien	aː n ˈeː n ˌd r aː i̯ ə n
aaneenschakelen	aː n ˈeː n ˌs x aː k ə l ə n
aaneenschakeling	aː n ˈeː n ˌs x aː . k ə . l ɪ ŋ
aaneensluiten	aː n ˈeː n ˌs l œ y̯ t ə n
aanerven	ˈaː n ˌɛ r . v ə n
aanfluiten	ˈaː n ˌf l œ y̯ . t ə n
aanfluiting	ˈaː n ˌf l œ y̯ . t ɪ ŋ
aangaan	ˈaː ŋ ɣ aː n
aangaande	ˌaː n ˈɣ aː n . d ə
aangeboren	ˈaː n . ɣ ə ˌb oː . r ə n
aangebroken	ˈaː ŋ ɣ ə ˌb r oː k ə n
aangedaan	ˈaː n . ɣ ə ˌd aː n
aangeefster	ˈaː n ˌɣ eː f . s t ə r
aangegrepen	ˈaː ŋ . ɣ ə . ˌɣ r eː . p ə n
aangelegen	aː n . ɣ ə . l eː . ɣ ə n
aangelegenheid	ˌaː ŋ ɣ ə ˈl eː ɣ ə n ɦ ɛ i̯ t
aangenaam	ˈaː n . ɣ ə ˌn aː m
aangepast	ˈaː ŋ ɣ ə ˌp ɑ s t
aangeschoten	ˈaː n . ɣ ə ˌs x oː . t ə n
aangeslagen	ˈaː n . ɣ ə ˌs l aː . ɣ ə n
aangetekend	ˈaː n . ɣ ə ˌt eː . k ə n t
aangeven	ˈaː ŋ ɣ eː v ə n
aangever	ˈaː n ˌɣ eː . v ə r
aangezicht	ˈaː n . ɣ ə ˌz ɪ x t
aangezichtskunde	ˈaː n . ɣ ə . z ɪ x t s ˌk ʏ n . d ə
aangezien	ˌaː ŋ . ɣ ə ˈz i n
aangezien	ˈaː ŋ . ɣ ə . ˌz i n
aangifte	ˈaː n ˌɣ ɪ f . t ə
aanglijden	ˈaː n ˌɣ l ɛ i̯ . d ə n
aangluren	ˈaː n ˌɣ l yː . r ə n
aangooien	ˈaː n ˌɣ oː i̯ . ə n
aangorden	ˈaː ŋ ˌɣ ɔ r d ə n
aangrenzen	ˈaː n ˌɣ r ɛ n . z ə n
aangrenzend	ˌaː n ˈɣ r ɛ n . z ə n t
aangrijnzen	ˈaː n ˌɣ r ɛ i̯ n . z ə n
aangrijpen	ˈaː ŋ ɣ r ɛ i̯ p ə n
aangrijpend	ˌaː ŋ ˈɣ r ɛ i̯ . p ə n t
aangrijpend	ˈaː ŋ . ˌɣ r ɛ i̯ . p ə n t
aangrijpende	ˌaː ŋ ˈɣ r ɛ i̯ . p ə n . d ə
aangrijpende	ˈaː ŋ ˌɣ r ɛ i̯ . p ə n . d ə
aangrinniken	ˈaː n ˌɣ r ɪ . n ə . k ə n
aangroei	ˈaː n . ɣ r u i̯
aangroeien	ˈaː ŋ ˌɣ r u i̯ ə n
aanhalen	ˈaː n ɦ aː l ə n
aanhaling	ˈaː n ˌɦ aː . l ɪ ŋ
aanhalingsteken	ˈaː n . ɦ aː . l ɪ ŋ s ˌt eː . k ə n
aanhang	ˈaː n . ɦ ɑ ŋ
aanhangen	ˈaː n ˌɦ ɑ ŋ ə n
aanhanger	ˈaː n ˌɦ ɑ . ŋ ə r
aanhangsel	ˈaː n ˌɦ ɑ ŋ . s ə l
aanhangwagen	ˈaː n . ɦ ɑ ŋ ˌʋ aː ɣ ə n
aanhebben	ˈaː n ˌɦ ɛ b ə n
aanhechten	ˈaː n ˌɦ ɛ x . t ə n
aanheer	ˈaː n . ɦ eː r
aanhef	ˈaː n . ɦ ɛ f
aanhelpen	ˈaː n ˌɦ ɛ l . p ə n
aanhijgen	ˈaː n ˌɦ ɛ i̯ . ɣ ə n
aanhijsen	ˈaː n ˌɦ ɛ i̯ . s ə n
aanhitsen	ˈaː n ɦ ɪ t s ə n
aanhopen	ˈaː n ˌɦ oː . p ə n
aanhoren	ˈaː n ɦ oː r ə n
aanhoren	aː n ˈɦ oː r ə n
aanhoudelijk	aː n ˈɦ ɑ u̯ d ə l ə k
aanhouden	ˈaː n ɦ ɑ u̯ d ə n
aanhouder	ˈaː n ˌɦ ɑ u̯ . d ə r
aanhouding	ˈaː n ˌɦ ɑ u̯ . d ɪ ŋ
aanhoudingsbevel	ˈaː n . ɦ ɑ u̯ . d ɪ ŋ s . b ə ˌv ɛ l
aanhuilen	ˈaː n ˌɦ œ y̯ . l ə n
aanhuwelijking	ˈaː n ˌɦ y u̯ ə . l ə . k ɪ ŋ
aanjagen	ˈaː n ˌj aː . ɣ ə n
aanjuichen	ˈaː n ˌj œ y̯ . x ə n
aankaarten	ˈaː n ˌk aː r t ə n
aankakken	ˈaː n ˌk ɑ . k ə n
aankijken	ˈaː ŋ k ɛ i̯ k ə n
aanklacht	ˈaː ŋ . k l ɑ x t
aanklage	ˈaː n ˌk l aː . ɣ ə
aanklagen	ˈaː ŋ k l aː ɣ ə n
aanklager	ˈaː n ˌk l aː . ɣ ə r
aanklaging	ˈaː n ˌk l aː . ɣ ɪ ŋ
aanklampen	ˈaː n ˌk l ɑ m . p ə n
aankleden	ˈaː ŋ k l eː d ə n
aankleding	ˈaː n ˌk l eː . d ɪ ŋ
aankloppen	ˈaː ŋ k l ɔ p ə n
aankloten	ˈaː n ˌk l oː . t ə n
aanknopen	ˈaː ŋ k n oː p ə n
aanknopingspunt	ˈaː n . k n oː . p ɪ ŋ s ˌp ʏ n t
aankoeken	ˈaː n ˌk u . k ə n
aankomeling	ˈaː n ˌk oː . m ə . l ɪ ŋ
aankomen	ˈaː ŋ k oː m ə n
aankomst	ˈaː ŋ k ɔ m s t
aankondigen	ˈaː ŋ k ɔ n d ə ɣ ə n
aankondiger	ˈaː n ˌk ɔ n . d ə . ɣ ə r
aankondiging	ˈaː n . k ɔ n . d ə . ɣ ɪ ŋ
aankooien	ˈaː n ˌk oː i̯ ə n
aankoop	ˈaː ŋ k oː p
aankopen	ˈaː ŋ k oː p ə n
aankunnen	ˈaː ŋ k ʏ n ə n
aankwispelen	ˈaː n ˌk ʋ ɪ s . p ə . l ə n
aanlachen	ˈaː n l ɑ x ə n
aanlappen	ˈaː n ˌl ɑ . p ə n
aanlassen	ˈaː n ˌl ɑ . s ə n
aanleg	ˈaː n l ɛ x
aanleggen	ˈaː n l ɛ ɣ ə n
aanlegpaal	ˈaː n . l ɛ x ˌp aː l
aanlegsteiger	ˈaː n . l ɛ x ˌs t ɛ i̯ . ɣ ə r
aanleiding	ˈaː n . l ɛ i . d ɪ ŋ
aanlengen	ˈaː n l ɛ ŋ ə n
aanleren	ˈaː n ˌl eː r ə n
aanleveren	ˈaː n l eː v ə r ə n
aanlichten	ˈaː ˌl ɪ x . t ə n
aanliggen	ˈaː n ˌl ɪ ɣ ə n
aanlijmen	ˈaː n ˌl ɛ i̯ . m ə n
aanlijnen	ˈaː n ˌl ɛ i̯ . n ə n
aanlokkelijkheid	aː n ˈl ɔ k ə l ə k ˌɦ ɛ i̯ t
aanlonken	ˈaː n ˌl ɔ ŋ . k ə n
aanloop	ˈaː n . l oː p
aanloopgeld	ˈaː n . l oː p ˌx ɛ l t
aanloophaven	ˈaː n . l oː p ˌɦ aː . v ə n
aanmaak	ˈaː n . m aː k
aanmaakhout	ˈaː n . m aː k ˌɦ ɑ u̯ t
aanmaken	ˈaː n ˌm aː k ə n
aanmanen	ˈaː n ˌm aː . n ə n
aanmaning	ˈaː n ˌm aː . n ɪ ŋ
aanmatiging	ˈaː ˌm aː t ə ɣ ɪ ŋ
aanmelden	ˈaː ˌm ɛ l d ə n
aanmeren	ˈaː n ˌm eː r ə n
aanmerkelijk	ˌaː n ˈm ɛ r . k ə . l ə k
aanmerken	ˈaː n ˌm ɛ r . k ə n
aanmerken	ˌaː n ˈm ɛ r . k ə n
aanmerking	ˈaː n ˌm ɛ r . k ɪ ŋ
aanmoedigen	ˈaː ˌm u d ə ɣ ə n
aanmoediging	ˈaː n ˌm u . d ə . ɣ ɪ ŋ
aannaaien	ˈaː ˌn aː i̯ ə n
aannaderen	ˈaː n ˌn aː . d ə . r ə n
aanname	ˈaː n ˌn aː . m ə
aanneembaar	ˌaː n ˈn eː m . b aː r
aannemelijk	ˌaː ˈn eː . m ə . l ə k
aannemelijkheid	aː ˈn eː . m ə . l ə k ˌɦ ɛ i̯ t
aannemen	ˈaː ˌn eː m ə n
aannemer	ˈaː ˌn eː m ə r
aannopen	ˈaː n ˌn oː . p ə n
aanpak	ˈaː m p ɑ k
aanpakken	ˈaː m ˌp ɑ k ə n
aanpappen	ˈaː m ˌp ɑ p ə n
aanpasbaar	ˌaː n ˈp ɑ s . b aː r
aanpassen	ˈaː m ˌp ɑ s ə n
aanpassing	ˈaː m p ɑ s ɪ ŋ
aanpassingsvermogen	ˈaː n . p ɑ . s ɪ ŋ s . f ə r ˌm oː . ɣ ə n
aanpassingsvermogen	ˈaː n . p ɑ . s ɪ ŋ s . f ɛ r ˌm oː . ɣ ə n
aanplakbiljet	ˈaː n . p l ɑ k . b ɪ l ˌj ɛ t
aanplakken	ˈaː n ˌp l ɑ . k ə n
aanplakzuil	ˈaː n . p l ɑ k ˌs œ y̯ l
aanplanten	ˈaː m ˌp l ɑ n . t ə n
aanplanting	ˈaː m ˌp l ɑ n t ɪ ŋ
aanprijzen	ˈaː m ˌp r ɛ i̯ z ə n
aanraakscherm	ˈaː n . r aː k ˌs x ɛ r m
aanraden	ˈaː n ˌr aː d ə n
aanrader	ˈaː n ˌr aː d ə r
aanraken	ˈaː n r aː k ə n
aanraking	ˈaː n ˌr aː . k ɪ ŋ
aanranden	ˈaː n r ɑ n d ə n
aanrander	ˈaː n ˌr ɑ n . d ə r
aanranding	ˈaː n ˌr ɑ n d ɪ ŋ
aanrandster	ˈaː n ˌr ɑ n t . s t ə r
aanrecht	ˈaː n . r ɛ x t
aanrechtbank	ˈaː n . r ɛ x t ˌb ɑ ŋ k
aanrechtsubsidie	ˈaː n . r ɛ x t . s ʏ p ˌs i . d i
aanreiken	ˈaː n ˌr ɛ i̯ k ə n
aanrekenen	ˈaː n r eː k ə n ə n
aanrennen	ˈaː n ˌr ɛ . n ə n
aanrichten	ˈaː n r ɪ x t ə n
aanrijden	ˈaː n r ɛ i̯ d ə n
aanrijding	ˈaː n ˌr ɛ i̯ . d ɪ ŋ
aanrit	ˈaː n . r ɪ t
aanritsgeld	ˈaː n . r ɪ t s ˌx ɛ l t
aanroep	ˈaː n . r u p
aanroepen	ˈaː n r u p ə n
aanroepen	ˌaː n ˈr u . p ə n
aanroeren	ˈaː n ˌr uː r ə n
aanschaf	ˈaː n . s x ɑ f
aanschaffen	ˈaː n ˌs x ɑ f ə n
aanschellen	ˈaː n ˌs x ɛ . l ə n
aanscherpen	ˈaː n ˌs x ɛ r p ə n
aanscherping	ˈaː n ˌs x ɛ r . p ɪ ŋ
aanschieten	ˈaː n ˌs x i . t ə n
aanschouw	ˈaː n . s x ɑ u̯
aanschouw	aː n ˈs x ɑ u̯
aanschouwd	aː n ˈs x ɑ u̯ t
aanschouwelijk	aː n ˈs x ɑ u̯ ə l ə k
aanschouwen	aː n ˈs x ɑ u̯ ə n
aanschouwend	ˌaː n ˈs x ɑ u̯ ʋ ə n t
aanschrappen	ˈaː n ˌs x r ɑ . p ə n
aanschreeuwen	ˈaː n ˌs x r eː u̯ . ə n
aanschrijven	ˈaː n ˌs x r ɛ i̯ . v ə n
aanschroeven	ˈaː n ˌs x r u . v ə n
aanschudden	ˈaː n ˌs x ʏ . d ə n
aanschuiven	ˈaː n ˌs x œ y̯ v ə n
aanslaan	ˈaː n s l aː n
aanslag	ˈaː n . s l ɑ x
aanslijken	ˈaː n ˌs l ɛ i̯ . k ə n
aanslingeren	ˈaː n ˌs l ɪ . ŋ ə . r ə n
aansluiten	ˈaː n s l œ y̯ t ə n
aansluitend	ˌaː n ˈs l œ y̯ . t ə n t
aansluitend	ˈaː n ˌs l œ y̯ . t ə n t
aansluiting	ˈaː n ˌs l œ y̯ . t ɪ ŋ
aansmeden	ˈaː n ˌs m eː . d ə n
aansmelten	ˈaː n ˌs m ɛ l . t ə n
aansmeren	ˈaː n ˌs m eː . r ə n
aansnellen	ˈaː n ˌs n ɛ . l ə n
aanspannen	ˈaː n ˌs p ɑ . n ə n
aanspelden	ˈaː n ˌs p ɛ l . d ə n
aanspelen	ˈaː n ˌs p eː l ə n
aanspeling	ˈaː n ˌs p eː l ɪ ŋ
aanspijkeren	ˈaː n ˌs p ɛ i̯ . k ə . r ə n
aanspinnen	ˈaː n ˌs p ɪ . n ə n
aanspoelen	ˈaː n s p u l ə n
aansporen	ˈaː n ˌs p oː r ə n
aansporing	ˈaː n ˌs p oː . r ɪ ŋ
aanspraak	ˈaː n ˌs p r aː k
aansprakelijk	ˌaː n ˈs p r aː . k ə . l ə k
aansprakelijkheid	aː n ˈs p r aː . k ə . l ə k ˌɦ ɛ i t
aansprakelijkheidsverzekering	aː n ˈs p r aː . k ə . l ə k ˌɦ ɛ i̯ t s . f ə r ˈz eː . k ə ˌr ɪ ŋ
aansprakelijkheidsverzekering	aː n ˈs p r aː . k ə . l ə k ˌɦ ɛ i̯ t s . f ɛ r ˈz eː . k ə ˌr ɪ ŋ
aanspreekvorm	ˈaː n . s p r eː k ˌf ɔ r m
aanspreken	ˈaː n ˌs p r eː k ə n
aanstaand	aː n . s t aː n t
aanstaande	aː n . s t aː n . d ə
aanstampen	ˈaː n ˌs t ɑ m . p ə n
aanstaren	ˈaː n ˌs t aː r ə n
aanstekelijk	aː n ˈs t eː . k ə . l ə k
aanstekelijkheid	aː n ˈs t eː . k ə . l ə k ˌɦ ɛ i̯ t
aansteken	ˈaː n s t eː k ə n
aansteker	ˈaː n ˌs t eː . k ə r
aansteking	ˈaː n ˌs t eː . k ɪ ŋ
aanstellen	ˈaː n ˌs t ɛ l ə n
aanstelling	ˈaː n ˌs t ɛ . l ɪ ŋ
aansterven	ˈaː n ˌs t ɛ r v ə n
aanstippen	ˈaː n ˌs t ɪ . p ə n
aanstoffen	ˈaː n ˌs t ɔ . f ə n
aanstoken	ˈaː n ˌs t oː . k ə n
aanstonds	aː n s t ɔ n t s
aanstoot	ˈaː n . s t oː t
aanstormen	ˈaː n ˌs t ɔ r m ə n
aanstoten	ˈaː n ˌs t oː t ə n
aanstrepen	ˈaː n ˌs t r eː . p ə n
aanstrikken	ˈaː n ˌs t r ɪ . k ə n
aanstrompelen	ˈaː n ˌs t r ɔ m . p ə . l ə n
aansullen	ˈaː n ˌs ʏ . l ə n
aantaal	ˈaː n . t aː l
aantal	ˈaː n . t ɑ l
aantalen	ˈaː n ˌt aː . l ə n
aantasten	ˈaː n ˌt ɑ s t ə n
aantekenaar	ˈaː n . t eː . k ə ˌn aː r
aantekenboek	ˈaː n . t eː . k ə n ˌb u k
aantekenen	ˈaː n ˌt eː k ə n ə n
aantekening	ˈaː n ˌt eː . k ə . n ɪ ŋ
aantekeningenboek	ˈaː n . t eː . k ə . n ɪ . ŋ ə n ˌb u k
aantijgen	ˈaː n ˌt ɛ i̯ . ɣ ə n
aantijging	ˈaː n ˌt ɛ i̯ . ɣ ɪ ŋ
